Fecha_Hora,Precio_BTC,Prediccion_BTC,Porcentaje_error,Mercado
2025-06-18 06:01:57,105439.36,104211.52,1.20,Baja
2025-06-18 07:01:23,104974.01,104239.53,0.73,Baja
2025-06-18 08:01:31,104954.99,104272.14,0.68,Baja
2025-06-18 09:01:53,104949.91,104300.30,0.65,Baja
2025-06-18 10:01:00,104712.34,104309.47,0.39,Baja
2025-06-18 11:01:51,104300.88,104287.57,0.01,Baja
2025-06-18 12:01:31,104799.97,104288.29,0.49,Baja
2025-06-18 13:02:23,104514.00,104262.35,0.22,Baja
2025-06-18 14:01:02,104434.19,104231.16,0.16,Baja
2025-06-18 15:01:07,104601.12,104206.99,0.35,Baja
